Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
2018,1,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,2,1,University of Texas Austin,6:41.267,,"Josic, L.",,,,,,,,,
2018,1,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,2,2,University of Southern California - Women,6:44.208,,"Angelopoulou, A.",,,,,,,,,
2018,1,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,2,3,UCLA Women's Rowing,6:55.531,,"English, J.",,,,,,,,,
2018,1,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,2,4,Stanford University Lightweight Women,6:57.596,,"Hickey, K.",,,,,,,,,
2018,1,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,2,5,University of Tennessee Women,7:01.920,,"Georgoudi, M.",,,,,,,,,
2018,1,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,2,6,University of San Diego,7:17.008,,"Williams, C.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,1,1,"University of California, Berkeley A",6:00.095,,"Finlayson, G.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,1,2,Stanford University Men's Crew A,6:16.893,,"Nuelle, W.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,1,3,University of British Columbia A,6:19.982,,"Allan, G.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,1,4,Purdue Crew A,6:45.498,,"Rice, D.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,1,5,"University of California, Davis Mens Crew A",6:48.030,,"Nguyen, B.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,2,1,"Yale University Crew -Women, Lightweight Men, Heav",6:06.061,,"Kiernan, K.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,2,2,U.S. Naval Academy Men's Crew,6:23.011,,"Butler, G.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,2,3,"University of California, San Diego",6:25.930,,"Padden, K.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,2,4,University of California - Santa Barbara,6:29.669,,"Rojas, M.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,2,5,San Diego State - Men,7:05.837,,"Lopresto, P.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,3,1,Northeastern University,5:56.996,,"Bridwell, A.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,3,2,University of Pennsylvania Crew,6:19.459,,"Schmidt, W.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,3,3,University of San Diego,6:28.883,,"Koepele, G.",,,,,,,,,
2018,14,,Mens Collegiate 2V Sharp Memorial Cup,3,4,Orange Coast College,6:32.484,,"Garrow, A.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,1,1,"University of California, Berkeley",6:38.736,,"Duffy, R.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,1,2,The University of Oklahoma,6:57.628,,"Bishop, L.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,1,3,Gonzaga University Crew,7:05.415,,"English, L.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,1,4,San Diego State University - Women,7:08.633,,"Graham, M.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,1,5,University of San Diego,7:16.457,,"Cureton, C.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,1,6,University of Portland,7:22.368,,"Formigli, L.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,2,1,University of Texas Austin,6:44.069,,"pendrill, S.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,2,2,UCLA Women's Rowing,6:59.744,,"Solberg, J.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,2,3,University of Tennessee Women,7:02.855,,"Girard, K.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,2,4,Kansas State University Womens Rowing,7:10.119,,"Edwards, K.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,2,5,Loyola Marymount University,7:19.946,,"Folan, S.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,2,6,University of California - Santa Barbara,7:23.863,,"Coyne, C.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,3,1,University of Southern California - Women,6:48.005,,"Downes, B.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,3,2,Washington State University Womens Rowing,6:49.816,,"Ondrackova, K.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,3,3,University of Victoria Rowing Club,7:00.829,,"Balooch, L.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,3,4,"California State University, Sacramento (women)",7:07.075,,"Elsner, M.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,3,5,Southern Methodist University,7:16.445,,"Moore, A.",,,,,,,,,
2018,8,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,3,6,Saint Marys College of California,7:23.718,,"Felix, S.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,1,1,"University of California, Berkeley",7:21.610,,"Noah, L.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,1,2,The University of Oklahoma,7:34.319,,"Hoelzl, C.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,1,3,University of Tennessee Women,7:36.667,,"Burnett, N.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,1,4,Southern Methodist University,7:56.718,,"Snyder, C.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,1,5,University of San Diego,8:39.524,,"Dombo, M.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,2,1,University of Texas Austin,7:24.418,,"Chapman, K.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,2,2,UCLA Women's Rowing,7:39.413,,"Hart, M.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,2,3,Kansas State University Womens Rowing,7:46.365,,"Flowers, T.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,2,4,"California State University, Sacramento (women)",8:01.388,,"Noguera, N.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,2,5,University of Portland,8:12.656,,"Schmidt, C.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,3,1,Washington State University Womens Rowing,7:36.967,,"Gribbon, E.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,3,2,University of Southern California - Women,7:38.724,,"Schroeder, L.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,3,3,Gonzaga University Crew,7:44.566,,"Spies, I.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,3,4,San Diego State University - Women,7:51.599,,"Peck, D.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,3,5,University of California - Santa Barbara,8:28.089,,"Mun, J.",,,,,,,,,
2018,5,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,3,6,Saint Marys College of California,8:43.605,,"Karlberg, R.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,1,1,"University of California, Berkeley A",6:14.742,,"MAX, S.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,1,2,San Diego State - Men A,6:46.298,,"Gonzalves, L.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,1,3,"University of California, Davis Mens Crew A",6:51.074,,"Garcia, T.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,1,4,University of Southern California A,7:07.126,,"Clough, J.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,1,5,Cal State Long Beach Crew A,7:12.315,,"Parmentier, A.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,2,1,Orange Coast College,6:27.774,,"Battisti, J.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,2,2,"University of California, Los Angeles",6:46.688,,"Zilli, H.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,2,3,Loyola Marymount University,6:55.825,,"Kershaw, E.",,,,,,,,,
2018,16,,Mens Collegiate Novice Derek Guelker Memorial Cup,2,4,University of California - Santa Barbara,6:58.929,,"Costello, S.",,,,,,,,,
2018,9,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,Prelim,1,University of Texas Austin,6:53.883,,"Jonkers, M.",,,,,,,,,
2018,9,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,Prelim,2,Loyola Marymount University,7:11.298,,"Compeau, L.",,,,,,,,,
2018,9,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,Prelim,3,UCLA Women's Rowing,7:14.468,,"Doyle, S.",,,,,,,,,
2018,9,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,Prelim,4,"California State University, Sacramento (women)",7:16.031,,"Asam, K.",,,,,,,,,
2018,9,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,Prelim,5,University of British Columbia,7:17.454,,"Wesolowski, M.",,,,,,,,,
2018,9,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,Prelim,6,University of California - Santa Barbara,8:12.450,,"Cohen, S.",,,,,,,,,
2018,31,,Mens Alumni Cup,1,1,Harvard University Boat Club,6:21.681,,"A - Bonorris, Z.",,,,,,,,,
2018,31,,Mens Alumni Cup,1,2,Fat Cat Rowing Club,6:25.575,,"B - Stein, G.",,,,,,,,,
2018,31,,Mens Alumni Cup,1,3,Friends of California Men's Crew,6:27.861,,A,,,,,,,,,
2018,31,,Mens Alumni Cup,1,4,UC Santa Barbara Men's Alumni Association,6:30.109,,"A - Peffers, R.",,,,,,,,,
2018,31,,Mens Alumni Cup,1,5,Isla Vista Rowing Club,6:45.637,,"A - Linley, B.",,,,,,,,,
2018,31,,Mens Alumni Cup,1,6,UC Davis Alumni,6:51.750,,"A - Balardi, N.",,,,,,,,,
2018,31,,Mens Alumni Cup,1,0,University of San Diego,6:27.913,,"B - Farmer, S.",,,,,,,,,
2018,31,,Mens Alumni Cup,1,0,UCSD Alumni,,,A,,,,,,,,,
2018,31,,Mens Alumni Cup,2,1,Fat Cat Rowing Club,6:16.286,,"A - Kopelman, J.",,,,,,,,,
2018,31,,Mens Alumni Cup,2,2,Brown University Men's Crew,6:27.082,,"A - Medcalf, S.",,,,,,,,,
2018,31,,Mens Alumni Cup,2,3,Stanford Men's Crew Alumni,6:30.251,,A,,,,,,,,,
2018,31,,Mens Alumni Cup,2,4,Friends of California Men's Crew,6:30.254,,B,,,,,,,,,
2018,31,,Mens Alumni Cup,2,5,Orange Coast College,6:31.873,,"A - Oesterich, S.",,,,,,,,,
2018,31,,Mens Alumni Cup,2,6,University of San Diego,6:40.950,,"A - Bacic, J.",,,,,,,,,
2018,31,,Mens Alumni Cup,2,7,University of Southern California Alumni,6:42.374,,"A - Evans, C.",,,,,,,,,
2018,31,,Mens Alumni Cup,2,8,Cal State Long Beach Crew,7:04.383,,"A - Widjaja, D.",,,,,,,,,
2018,39,,Mens Masters Club Champ,1,1,Cambridge Boat Club,6:06.558,,"Hamlin, C. (F)",,,,,,,,,
2018,39,,Mens Masters Club Champ,1,2,Marin Rowing Association,6:17.954,,"Geluk, J. (E)",,,,,,,,,
2018,39,,Mens Masters Club Champ,1,3,Capital Rowing Club,6:39.195,,"Stedman, R. (D)",,,,,,,,,
2018,39,,Mens Masters Club Champ,1,4,Sammamish Rowing Association,6:41.367,,"Roberts, A. (D)",,,,,,,,,
2018,39,,Mens Masters Club Champ,1,5,San Diego Rowing Club,7:02.589,,"Brunson, A. (B)",,,,,,,,,
2018,39,,Mens Masters Club Champ,1,6,Lake Casitas Rowing Association,7:07.860,,"Kirby, J. (F)",,,,,,,,,
2018,39,,Mens Masters Club Champ,1,7,Lake Las Vegas Rowing Club,7:15.886,,"Spinks, P. (C)",,,,,,,,,
2018,39,,Mens Masters Club Champ,2,1,Sammamish Rowing Association,6:11.430,,"Lynch, A. (C)",,,,,,,,,
2018,39,,Mens Masters Club Champ,2,2,North Dakota Indoor Rowing Team,6:16.262,,"Gallagher, A. (C)",,,,,,,,,
2018,39,,Mens Masters Club Champ,2,3,Texas Rowing Center,6:18.893,,"Borchelt, S. (C)",,,,,,,,,
2018,39,,Mens Masters Club Champ,2,4,S.A.C./Sacramento State Aquatic Center/Capital,6:26.910,,"Stroud, J. (F)",,,,,,,,,
2018,39,,Mens Masters Club Champ,2,5,East Bay Rowing Club,6:27.653,,"Williams, P. (B)",,,,,,,,,
2018,39,,Mens Masters Club Champ,2,6,Marin Rowing Association,6:27.736,,"Clemmer, K. (D)",,,,,,,,,
2018,39,,Mens Masters Club Champ,2,7,Lake Union Crew,6:36.659,,"Weber, C. (B)",,,,,,,,,
2018,39,,Mens Masters Club Champ,2,8,Lincoln Park Boat Club,6:40.612,,"McDonald, S. (A)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,1,1,Pocock Rowing Center,6:58.244,,"Brunner, H. (A)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,1,2,Marin Rowing Association,7:10.934,,"jones, K. (C)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,1,3,Newport Aquatic Center,7:14.838,,"Duddy, E. (D)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,1,4,Lincoln Park Boat Club,7:26.302,,"Cornish, S. (B)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,1,5,Sammamish Rowing Association,7:26.773,,"Suzzarini, C. (C)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,1,6,Willamette Rowing Club,7:27.706,,"Withycombe, J. (C)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,1,7,Lake Las Vegas Rowing Club,8:03.761,,"Stanley, T. (C)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,2,1,Old Glory Boat Club,6:44.039,,Davies (A),,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,2,2,Portland Boat Club,6:55.685,,"Linse, J. (F)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,2,3,Bair Island Aquatic Center (BIAC),7:06.925,,"o'brien, B. (C)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,2,4,Conibear Rowing Club,7:08.363,,"Goodlett, M. (D)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,2,5,Alexandria Community Rowing,7:11.067,,"Dutzer, J. (C)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,2,6,Texas Rowing Center,7:12.518,,"Morse, S. (C)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,2,7,College Club Seattle,7:13.403,,"Biery, N. (E)",,,,,,,,,
2018,32,,Womens Masters Club Champ Thalia Kelly Considine Cup,2,8,Lake Casitas Rowing Association,7:53.738,,"Power, P. (C)",,,,,,,,,
2018,30,,Mens Open,1,1,Bonner Ruder-Gesellschaft e.V.,6:10.924,,"A - Birkner, B.",,,,,,,,,
